name,   x,                  y,                      theta,                  w
table,  -0.052336140472802994, 2.0590664710174966,     -0.9919842490617253, 0.12636158282264814
sink,   -0.9322517885471077,   2.2474684908026363,      -0.6808025043759172, 0.7324670299989477
salon,  1.771232995443223,    1.1674976412494216,     -0.996816082190194,       0.0797351759701594
